LAST SEEN   TYPE     REASON              OBJECT                                               MESSAGE
82s         Normal   Created             pod/envmanager-76c64c8cc9-4kvzt                      Container created
82s         Normal   ScalingReplicaSet   deployment/gateway                                   Scaled up replica set gateway-586c64fdf5 from 0 to 1
82s         Normal   Created             pod/builder-678474bf88-67fwt                         Container created
82s         Normal   Started             pod/builder-678474bf88-67fwt                         Container started
82s         Normal   SuccessfulCreate    replicaset/builder-678474bf88                        Created pod: builder-678474bf88-67fwt
82s         Normal   ScalingReplicaSet   deployment/builder                                   Scaled up replica set builder-678474bf88 from 0 to 1
82s         Normal   Scheduled           pod/console-78fbd5c84-g96k7                          Successfully assigned turbo-engine-e2e/console-78fbd5c84-g96k7 to turbo-engine-e2e-control-plane
82s         Normal   Pulled              pod/console-78fbd5c84-g96k7                          Container image "turbo-engine/console:e2e" already present on machine and can be accessed by the pod
82s         Normal   Created             pod/console-78fbd5c84-g96k7                          Container created
82s         Normal   ScalingReplicaSet   deployment/otel-collector                            Scaled up replica set otel-collector-8584bc4d4c from 0 to 1
82s         Normal   SuccessfulCreate    replicaset/console-78fbd5c84                         Created pod: console-78fbd5c84-g96k7
82s         Normal   ScalingReplicaSet   deployment/console                                   Scaled up replica set console-78fbd5c84 from 0 to 1
82s         Normal   ScalingReplicaSet   deployment/turbo-engine-operator                     Scaled up replica set turbo-engine-operator-7cd95f4bc4 from 0 to 1
82s         Normal   SuccessfulCreate    replicaset/turbo-engine-operator-7cd95f4bc4          Created pod: turbo-engine-operator-7cd95f4bc4-p9bns
82s         Normal   Scheduled           pod/builder-678474bf88-67fwt                         Successfully assigned turbo-engine-e2e/builder-678474bf88-67fwt to turbo-engine-e2e-control-plane
82s         Normal   Scheduled           pod/otel-collector-8584bc4d4c-qc9fb                  Successfully assigned turbo-engine-e2e/otel-collector-8584bc4d4c-qc9fb to turbo-engine-e2e-control-plane
82s         Normal   ScalingReplicaSet   deployment/jaeger                                    Scaled up replica set jaeger-54885dfdf from 0 to 1
82s         Normal   Scheduled           pod/turbo-engine-operator-7cd95f4bc4-p9bns           Successfully assigned turbo-engine-e2e/turbo-engine-operator-7cd95f4bc4-p9bns to turbo-engine-e2e-control-plane
82s         Normal   ScalingReplicaSet   deployment/registry                                  Scaled up replica set registry-7d5f66bcd8 from 0 to 1
82s         Normal   SuccessfulCreate    replicaset/registry-7d5f66bcd8                       Created pod: registry-7d5f66bcd8-5lx4t
82s         Normal   Started             pod/envmanager-76c64c8cc9-4kvzt                      Container started
82s         Normal   SuccessfulCreate    replicaset/envmanager-76c64c8cc9                     Created pod: envmanager-76c64c8cc9-4kvzt
82s         Normal   Pulling             pod/jaeger-54885dfdf-676ng                           Pulling image "jaegertracing/all-in-one:1.54"
82s         Normal   Scheduled           pod/registry-7d5f66bcd8-5lx4t                        Successfully assigned turbo-engine-e2e/registry-7d5f66bcd8-5lx4t to turbo-engine-e2e-control-plane
