LAST SEEN   TYPE     REASON              OBJECT                                               MESSAGE
34s         Normal   Created             pod/envmanager-76c64c8cc9-r585t                      Container created
34s         Normal   ScalingReplicaSet   deployment/gateway                                   Scaled up replica set gateway-586c64fdf5 from 0 to 1
34s         Normal   Created             pod/builder-678474bf88-spmbw                         Container created
34s         Normal   ScalingReplicaSet   deployment/otel-collector                            Scaled up replica set otel-collector-8584bc4d4c from 0 to 1
34s         Normal   SuccessfulCreate    replicaset/builder-678474bf88                        Created pod: builder-678474bf88-spmbw
34s         Normal   ScalingReplicaSet   deployment/builder                                   Scaled up replica set builder-678474bf88 from 0 to 1
34s         Normal   Scheduled           pod/console-78fbd5c84-sjv6p                          Successfully assigned turbo-engine-e2e/console-78fbd5c84-sjv6p to turbo-engine-e2e-control-plane
34s         Normal   Pulled              pod/console-78fbd5c84-sjv6p                          Container image "turbo-engine/console:e2e" already present on machine and can be accessed by the pod
34s         Normal   Created             pod/console-78fbd5c84-sjv6p                          Container created
34s         Normal   Scheduled           pod/builder-678474bf88-spmbw                         Successfully assigned turbo-engine-e2e/builder-678474bf88-spmbw to turbo-engine-e2e-control-plane
34s         Normal   SuccessfulCreate    replicaset/console-78fbd5c84                         Created pod: console-78fbd5c84-sjv6p
34s         Normal   ScalingReplicaSet   deployment/console                                   Scaled up replica set console-78fbd5c84 from 0 to 1
34s         Normal   ScalingReplicaSet   deployment/turbo-engine-operator                     Scaled up replica set turbo-engine-operator-7cd95f4bc4 from 0 to 1
34s         Normal   SuccessfulCreate    replicaset/turbo-engine-operator-7cd95f4bc4          Created pod: turbo-engine-operator-7cd95f4bc4-w5mvh
34s         Normal   Scheduled           pod/otel-collector-8584bc4d4c-gmjk4                  Successfully assigned turbo-engine-e2e/otel-collector-8584bc4d4c-gmjk4 to turbo-engine-e2e-control-plane
34s         Normal   ScalingReplicaSet   deployment/jaeger                                    Scaled up replica set jaeger-54885dfdf from 0 to 1
34s         Normal   Scheduled           pod/jaeger-54885dfdf-2b9ts                           Successfully assigned turbo-engine-e2e/jaeger-54885dfdf-2b9ts to turbo-engine-e2e-control-plane
34s         Normal   Scheduled           pod/turbo-engine-operator-7cd95f4bc4-w5mvh           Successfully assigned turbo-engine-e2e/turbo-engine-operator-7cd95f4bc4-w5mvh to turbo-engine-e2e-control-plane
34s         Normal   ScalingReplicaSet   deployment/registry                                  Scaled up replica set registry-7d5f66bcd8 from 0 to 1
34s         Normal   SuccessfulCreate    replicaset/registry-7d5f66bcd8                       Created pod: registry-7d5f66bcd8-srgpn
34s         Normal   SuccessfulCreate    replicaset/otel-collector-8584bc4d4c                 Created pod: otel-collector-8584bc4d4c-gmjk4
34s         Normal   SuccessfulCreate    replicaset/envmanager-76c64c8cc9                     Created pod: envmanager-76c64c8cc9-r585t
34s         Normal   SuccessfulCreate    replicaset/gateway-586c64fdf5                        Created pod: gateway-586c64fdf5-h8ph6
34s         Normal   Scheduled           pod/registry-7d5f66bcd8-srgpn                        Successfully assigned turbo-engine-e2e/registry-7d5f66bcd8-srgpn to turbo-engine-e2e-control-plane
34s         Normal   Scheduled           pod/envmanager-76c64c8cc9-r585t                      Successfully assigned turbo-engine-e2e/envmanager-76c64c8cc9-r585t to turbo-engine-e2e-control-plane
34s         Normal   Pulled              pod/envmanager-76c64c8cc9-r585t                      Container image "turbo-engine/envmanager:e2e" already present on machine and can be accessed by the pod
34s         Normal   Pulled              pod/builder-678474bf88-spmbw                         Container image "turbo-engine/builder:e2e" already present on machine and can be accessed by the pod
34s         Normal   SuccessfulCreate    replicaset/jaeger-54885dfdf                          Created pod: jaeger-54885dfdf-2b9ts
34s         Normal   Created             pod/gateway-586c64fdf5-h8ph6                         Container created
34s         Normal   ScalingReplicaSet   deployment/envmanager                                Scaled up replica set envmanager-76c64c8cc9 from 0 to 1
34s         Normal   Scheduled           pod/explorer-5465b84fd-n4wpg                         Successfully assigned turbo-engine-e2e/explorer-5465b84fd-n4wpg to turbo-engine-e2e-control-plane
34s         Normal   Pulled              pod/gateway-586c64fdf5-h8ph6                         Container image "turbo-engine/gateway:e2e" already present on machine and can be accessed by the pod
34s         Normal   Scheduled           pod/gateway-586c64fdf5-h8ph6                         Successfully assigned turbo-engine-e2e/gateway-586c64fdf5-h8ph6 to turbo-engine-e2e-control-plane
34s         Normal   ScalingReplicaSet   deployment/explorer                                  Scaled up replica set explorer-5465b84fd from 0 to 1
